"This dataset is free to use, share, and modify under the terms of the GNU General Public License as published by the Free Software Foundation, either version 3 of the License, or (at your option) any later version.\nThis dataset is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public License for more details.\nYou should have received a copy of the GNU General Public License along with this dataset. If not, see <https://www.gnu.org/licenses/>.\n\nCopyright (C) 2025 [Cyber O͘-hîm ki-tē]"
Translation,Taigi
"The professor's lecture, which was filled with fascinating insights and thought-provoking questions, ignited a fierce debate among the students, who were eager to share their own perspectives and ideas on the subject.",教授 ê 演講，內底有濟濟迷人 ê 見解 kap hō͘ 人激頭殼 ê 問題，致使學生當中激烈 ê 辯論，in 逐家 lóng 足著急想欲分享家己對這个主題 ê 看法 kap 想法。
"She knew that she would have to work incredibly hard and make numerous sacrifices if she wanted to achieve her ambitious goals, but she was determined to persevere and prove to herself and others that she was capable of greatness.",伊知影講，伊若是欲達成伊野心 ê 目標，就愛夭壽拼勢做工課，koh 愛犧牲濟濟代誌，m̄-koh 伊堅心欲堅持--落去，證明 hō͘ 家己 kap 別人看，伊是有才調做會著不得了 ê 代誌。
"The city, which was renowned for its rich history, stunning architecture, and vibrant culture, attracted millions of visitors from around the world each year, all eager to immerse themselves in its unique and captivating atmosphere.",這个都市，因為伊豐富 ê 歷史、麗篤 ê 建築，kap 活力 pá-tīⁿ(飽滇) ê 文化出名，逐冬攏 siâⁿ(唌)幾若百萬遊客 ùi 全世界來到遮，in 逐家 lóng 想欲 kā 家己浸 tī 遮獨獨有 又 koh 迷人 ê 氣氛內底。
"He had always been a deeply introspective person, prone to spending long hours lost in thought and contemplation, and he often found that his most profound insights and ideas came to him during these quiet moments of reflection.",伊一直 lóng 是足愛深沿反省思考 ê 人，定定開濟濟時間，tiàm 思考 kap 沉思--ni̍h leh 茫，伊不時 tī 遮个恬靜 ê 反思時間內底，發見伊上深刻 ê 觀點 kap 想法。
"Although the task appeared daunting at first glance, she approached it with a sense of determination and optimism, breaking it down into smaller, more manageable steps and tackling each one with focus and precision.",雖然這項工課頭一擺看--起來 會 hō͘ 人足驚，m̄-koh 伊用決心 kap 樂觀 ê 來面對，kā 工課拆做 khah 細項、有法度發落 ê 步數，才 koh 一項一項注心怙精確來克服。
"The film, which had been praised by critics for its powerful performances, stunning cinematography, and thought-provoking themes, left a lasting impact on him and sparked a deep desire to learn more about the issues it explored.",這齣電影 hō͘ 評論家呵咾，因為伊感人 ê 演出、媠氣 ê 攝影，kap 會 hō͘ 人激頭殼 ê 主題。這齣電影 tī 伊 ê 心肝底印一个久長 ê 影響，而且 mā 深深激發伊欲 khah 深入去認捌電影探討 ê 問題。
"As the boat gently rocked back and forth on the calm, crystal-clear waters of the lake, she felt a sense of peace and tranquility wash over her, and she knew that this moment would be etched in her memory forever.",船仔 tī 平靜又 koh 清清清 ê 湖水頂懸，勻勻仔 leh 搖來搖去，伊感覺著一陣平靜 kap 定著 ê 氛圍 tī 伊身軀四圍流--過，伊知影講，這當陣會永遠刻 tī 伊 ê 記憶--ni̍h。
"He had always been a firm believer in the power of education to transform lives and create opportunities, and he had dedicated his career to ensuring that every child had access to the high-quality learning experiences they needed to thrive.",伊一直 lóng 堅心相信教育有力量 thang 改變人生，koh thang 創造機會。伊將伊 ê 一世人攏奉獻 hō͘ 教育，確保逐个囡仔 lóng 有機會提著 in 需要 ê 高品質學習經驗，來 hō͘ in ē-tàng 成功。
"The music, which seemed to fill the air with a palpable energy and excitement, had the crowd on their feet and dancing with abandon, lost in the moment and the shared experience of joy and celebration.",音樂 kā 厚厚 ê 活力 kap 刺激 ê 氣氛 注 tī 空氣--ni̍h ，hō͘ 眾人 lóng 徛--起來，放輕鬆 leh 跳舞，in tī 這當陣 ê 樂暢 kap 慶祝 ê 共同體驗--ni̍h 茫--去。
-----,-----
"Although she had been diligently preparing for the presentation for weeks, she still felt extremely nervous when she stepped up to the podium to address the large audience.",伊雖然幾若禮拜來 lóng 誠頂真 leh chhoân(攢)報告，m̄-koh 伊 tī-leh 踏--起去講演台，欲 tiàm 眾人面頭前開始講話 ê 彼當陣，原仔感覺足緊張。
"He had always dreamed of visiting exotic locations around the world, and finally, after years of saving and planning, he embarked on an incredibly exciting adventure that would take him to some of the most breathtakingly beautiful places on Earth.",伊一直 lóng 夢想欲去全世界各款奇巧 ê 所在，上落尾，經過幾若冬儉錢 hām 計劃，伊開始一逝夭壽刺激 ê 弄險，會 kā 伊𤆬去地球頂懸一寡媠 kah hō͘ 人袂記--leh 喘氣 ê 所在。
"Despite the fact that the project was incredibly challenging and required a great deal of time and effort, the team remained highly motivated and worked tirelessly to ensure its successful completion.",雖然這个計畫 hiah-nī-á 挑戰，需要開真濟時間 kap 氣力，不而過 這个團隊猶是維持誠懸 ê 動力，拼勢做工課，確保計畫會當順序完成。
"She couldn't help but feel overwhelmed with gratitude for the unwavering support and love that her family and friends had shown her throughout her difficult journey, which had been filled with numerous obstacles and setbacks.",伊 ê 家族 kap 朋友 tī 伊艱苦 ê 路途--ni̍h，一直攏 hō͘ 伊支持 kap 愛，伊對遮个支持 kap 愛實在足感恩，因為這逝路滿滿是阻礙 hām tōng-thut(撞突)。
"As the sun slowly dipped below the horizon, painting the sky in a stunning array of oranges, pinks, and purples, he took a moment to reflect on the day's events and found himself feeling a profound sense of peace and contentment.",日頭勻勻仔落山，kā 天頂畫 kah 一跡一跡，媠媠媠，有柑仔色、粉紅色 kap 茄色，伊就按呢用這个機會來回想今仔日發生 ê 代誌，感覺真平靜 kap 滿足。
"The book, which had been highly recommended by several trusted friends and colleagues, exceeded all of her expectations with its thought-provoking and emotionally charged narrative that left her eager to discuss its themes and ideas with others.",這本冊，伊幾若个會信用--得 ê 朋友 kap 同事 lóng 足 kah 伊推薦，結果比伊料想--ê khah 讚，故事內容 hō͘ 人會激頭殼，而且文筆誠感動人，伊讀煞就足著急欲 kap 別人討論書內底 ê 主題 kap 想法。
"If he had known that the decision would have such far-reaching consequences, he might have taken more time to consider his options and seek advice from those he trusted most.",假使伊以早 tō 知影這个決定會有遮爾仔深遠 ê 影響，伊凡勢就會勻勻仔來斟酌，koh 去揣伊上會信用 ê 人參詳--看覓。
"She had always been fascinated by the intricate workings of the human mind, and her passion for psychology had led her to pursue a career in research, where she could delve deeper into the mysteries of human behavior and cognition.",伊一直 lóng 對人類心智 ê 運作方式足痴迷，伊對心理學 ê 熱情，就按呢引𤆬伊去行研究 ê 路途， hō͘ 伊有法度 koh nng(軁)較深去了解人類行為 kap 認知 ê 神秘。
"The old, abandoned building, which had once been a thriving center of activity and commerce, now stood as a haunting reminder of the passage of time and the inevitable changes that it brings.",這棟舊舊，無人蹛 ê 建物，以早是一个鬧熱滾滾 ê 活動 hām 商業中心，這馬煞變做一个 驚--人 ê 遺跡，提醒咱時間 leh 過，koh 有伊 hō͘ 世間袂走閃--得 ê 改變。
"He quickly realized that he would need to adapt his approach if he hoped to succeed in this new and challenging environment, which required a different set of skills and strategies than he had previously relied upon.",伊緊緊就知影講，tī 這个新又 koh 挑戰 ê 環境，假使伊向望欲成功，就愛變步，因為遮需要無仝款 ê 步數 kap 策略，m̄ 是伊以早慣勢用--ê 彼款。
ほらほら、来ちゃいましたよ。史上最速のAIチップ、Sohuだって。爆速でTransformerを処理できるASIC！8台のSohuサーバー１台で160台のH100をリプレイスできるんだって！！Sohux8サーバーはLlama-70Bを50万tpsで超爆速処理！B200x8の10倍の速度！しかもB200より安い！NVidiaこれにどう答えるの？？？,看--leh 看--leh！來--ah--lah！史上上緊 ê AI chhi̍p(chip)，Sohu。這粒 ASIC 會當 kā Transformer 走 kah 夭壽緊。聽講一組 8 台 Sohu ê server，就會當 kā 160 台 H100 替換掉--lo͘h！Sohux8 server 會當 kā Llama-70B 用 50 萬 tps 這款超夭壽緊來發落！速度是 B200x8 ê 10 倍--neh！Koh-ū，伊比 B200 khah 俗！NVidia，你到底欲按怎應--leh？
AIの勢力争いが地政学剥き出しになってきて国家間でアクセス断絶されていくとしても、日本はアメリカにも中国にも媚びまくって両方のAIが使えるように立ち回ってくださいね。アメリカのAIも中国のAIも両方使えないと困る。,AI 勢力 ê 捙拼，已經 kap 地緣政治牽做伙--ah，國家 kap 國家之間限制來限制去，m̄-koh 日本著愛好好仔 chham 米國 kap 中國鬥陣，hō͘ 咱双爿 ê AI lóng 有法度用--得。若是 米國 ê AI hām 中國 ê AI lóng 無 thang 用，咱就害--ah。
-----,-----
"So we've heard a lot about artificial intelligence. I've actually been involved with AI for 61 years, which is a record. And we've heard a lot about what people think about AI today.",咱聽著濟濟講 AI ê 代誌。我事實上已經 kap AI 交插 61 冬--矣，這算講是一个記錄--ah。咱 mā 有聽著人對 AI 濟濟 ê 看法。
"So I tried to figure out, what did we think about artificial intelligence 61 years ago. So first of all, people asked, ""What are you into?"" I'd say artificial intelligence. And they'd say, ""What's that?"" So no one was really aware of it.",所以我想欲 kā 拆 hō͘ 分明，61 冬前，咱是按怎 leh 想 AI--ê。上頭先，人會問講：「你 leh 致心啥？」我應講 AI。In 就會 koh 問講：「彼是啥？」所以彼當陣根本無人知影 AI 是啥。
"I joined, in 1962, 1956 was the conference where artificial intelligence got its name. So the views were quite different. People who were in computer science had heard of artificial intelligence.",我 tī 1962 年加入 1956 年 AI hō͘ 號名 ê 彼个會議。所以彼陣 ê 看法 kap 這馬差真濟。 電腦科學界 ê 人，to̍h 有聽講過 AI ，m̄-koh 大部分人 lóng 真僥疑，
"Most people were quite skeptical. They thought it would never happen, or if they thought it would happen, maybe it would happen in a century or several centuries. But the people that actually came to that Dartmouth conference in 1956, they were quite optimistic.",想講 AI 永遠袂出現， 無就想講若準 AI 會出現，mā 愛聽候一世紀或者幾若世紀了後。不而過正實有去 1956 年彼个 Dartmouth 會議 ê 人，in lóng 真樂觀。
"Some of them, including Minsky, thought it would take like, one semester to reach -- (Laughter) To reach the level of intelligence that humans had. And in fact, that led to our first argument.",有一寡人，包括 Minsky，想講 kan-ta 一學期就會當…就會當…（笑聲）就會當到 kah 人類仝款 ê 智力程度。事實上，這 hō͘ goán(阮)頭一擺相諍。
"He was my mentor for 50 years. But we argued about that because I thought it would take decades, but we would see it within our lifetime.",伊做我 ê 先生 50 冬。m̄-koh咱因為這層代誌相諍，因為我認為講愛幾若十冬，m̄-koh tī 咱一世人內底，有法度看會著。
"So we're the only species that actually creates tools that enhances our intelligence. I mean, I'll bet almost everybody has one of these that makes us more intelligent. This connects to the cloud.",咱是獨獨一款正港有才調創造 hō͘ 咱家己 koh 較巧 ê 工具 ê 生物。我是講，我敢落注講差不多逐家 lóng 有這款 thang hō͘ 咱 koh 較巧 ê 物。這會當連起去雲頂，
"It gets more intelligent every year. Basically, the singularity is going to bring that into our minds. We're going to become smarter.",而且逐冬攏會 koh 較巧。基本上，奇點(singularity) tng 欲 kā 這款工具帶--入去咱 ê 腦內底。咱會變 koh 較巧。
"And there's two different things we have in our anatomy that enable us to do that. One is our brain, but we're not the only species that has a brain or even a comparable brain. Elephants and whales actually have a brain that's larger than [ours].",咱身軀內有兩項無仝 ê 物件，hō͘ 咱有法度做遮--ê。一个是咱 ê 頭殼，m̄-koh 毋是 kan-ta 咱人類才有頭殼，iah-sī chham 咱相像 ê 頭殼。象 kap 海翁事實上頭殼 koh 較大。
But there's another aspect of their anatomy that they don't have and that no one else has aside from humans which is our thumb.,是講 in 無另外一項物件，而且除了人類以外，其他生物 mā lóng 無，彼就是咱 ê 大頭拇。
"So I can look at a tree and I can imagine, yeah, I could take those poles and create a tool and then I can actually do it. Now, monkeys, if you look at them they have a thumb, but it doesn't really work very well, it's actually an inch down.",所以，我看著一欉樹仔，我 to̍h 有才調想像，hehⁿ，我會當 kā 彼枝樹椏提來做工具，而且我有法度正實 án-ne 做。這馬看猴仔，你若是看 in，in mā 有大頭拇，m̄-koh 事實上無 hiah 好用，in ê 大頭拇較低咱一 ìn-chih。
"They can grab things without much force. They can create a first generation of tools, but they can't use that tool to create another set of tools. So they really can't create a whole set of tools that will enhance their intelligence.",In 會當 kā 物件sa(捎)--起來，m̄-koh無啥力。In 會曉做第一代 ê 工具，m̄-koh in 無法度用彼个工具 koh 去做別个工具。所以，in 事實上無才調做規組工具來 hō͘ in 家己 koh 較巧。
"We're the only species that does that. And that's what artificial intelligence is doing. From the very first hominid that created a very primitive tool to Gemini and GPT-4 today, we create tools that make us smarter.",咱是孤一款 ē-tàng 按呢做 ê 生物。這就是 AI leh 做 ê 代誌。Tùi 上早做粗勇工具 ê 彼个原始人，到今仔日 ê Gemini kap GPT-4，咱創造 ê 工具 hō͘ 咱 koh 較巧。
"And so I've been actually monitoring the growth of computation, which is right here. I spent like, 45 years on this. And as you go up the chart, it represents exponential growth.",所以--leh，我一直 leh 追蹤電腦計算力 ê 成長，就是遮--ê (圖表)。我開 45 冬 tī 遮。你若是看圖表，伊顯示指數型 ê 成長。
"You might think that someone was in charge of this. Gee, we've done this much, it's in a straight line, let's get our next computer to be right here. But no one was aware of it.",你拍算會想講，敢有人 tī leh 管理遮--ê。Eh，咱已經做遮爾濟--a h，tī 一逝直線--ni̍h，咱 koh 來 kā 後一台電腦做 tī 遮。M̄-koh，無人知影遮--ê。
No one even knew that this was happening for the first 40 years. I discovered this 45 years ago. I had various reasons to feel it would continue at this pace.,頭前 40 冬，甚至無人知影這層代誌 tī leh 發生。45 冬前，我發見著這。我有真濟理由相信伊會照這款跤步繼續(指數成長)--落去。
"In 1939 that represents 0.000007 calculations per second per constant dollar. At the upper right hand corner, you've got a Google computer, which was 130 billion calculations per second.",1939 年，每一箍固定 ê 錢，每一秒 kan-ta ē-tàng 走 0.000007 kái 計算。Tī 圖表 ê 正頂角，你看會著 Google ê 電腦，每一秒 ē-tàng 走 1300 億 kái 計算。
And recently Nvidia just came out with a chip which is half a trillion calculations per second. So this little chart represents a growth of 75 quadrillion-fold increase.,And recently Nvidia just came out with a chip which is half a trillion calculations per second. So this little chart represents a growth of 75 quadrillion-fold increase.
"That's why we didn't have large language models in 1939 or even three years ago. We did have something called large language models. They didn't work very well three years ago, began to work two years ago.",這就是為啥物 1939 年，iah-sī 講三冬前，咱無大型語言模型。彼陣，窮實，mā 有號做大型語言 má-to͘h (model) ê 物件，是講三冬前，in 走 kah 無遐好，二冬前才開始走 kah 較順序。
We've seen a tremendous progress that's happened in the last two years.,這二冬來，咱看著極大 ê 進步。
"In 1999, I was asked to make a prediction of when would we see AGI, artificial general intelligence. And so I figured that this chart would continue, which it has.",1999 年，有人問我啥物時陣才會出現 AGI，就是講 人工通用智慧。我彼陣 to̍h 料算講，這圖表會繼續成長，結果伊有影 án-ne。
And I figured we'd need about a trillion calculations per second to do AGI. So I estimated 2029.,我彼陣算講，咱需要每一秒大約一兆改計算，AGI 才會出現。所以我估 2029 年。
That was met with a lot of skepticism. Stanford had actually been monitoring my predictions. They called an international conference to talk about my prediction.,我 tn̄g(搪)著濟濟僥疑。Stanford 事實上直直 leh 追蹤我 ê 預測。In 開一个國際會議來講論我 ê 預測。
"And hundreds of AI scientists came from around the world. And they agreed that it would happen. We would achieve AGI, but not within 30 years.",幾若百个 AI 科學家 ùi 全世界來。In lóng 同意講這會發生，咱會致到 AGI，m̄-koh 毋是 30 冬內。
The estimate was 100 years. And I've talked actually to some of the people who were there who said 100 years then and they're basically agreeing it's going to happen very soon.,In 估愛 100 冬。我事實上有 kap 幾若个有去遐 ê 人講話，in 彼陣講愛 100 冬，這馬 in 差不多 lóng 贊同講，這層代誌足緊就會發生--a h。
"Musk says it's going to happen in two years. It's not an unreasonable position. Other people saying three or four years, I'm sticking with five years.",Musk 講兩冬內會發生。這毋是無道理。其他有人講三、四冬，我猶是堅持五冬。
"But it could happen soon. But everybody agrees now, AGI is very soon.",不而過，無的確 khah 緊就會發生。但是，這馬逐家 lóng 贊同，AGI 足緊--ah。
"So I have another book coming out, ""The Singularity is Nearer."" (Laughter) And I've got about 50 graphs in there. I can't explain it right now, but if you talk to me later, I can explain these charts, but it basically shows that artificial intelligence is going to take over everything.",我 koh 有一本冊欲出版--ah，號做《奇點 khah 近--ah》。 (笑聲) 內底有大約 50 張圖表。我這馬無法度 kā 解說，m̄-koh 假使你較停仔 koh 來 kap 我講，我會當 kā 遮个圖表解說 hō͘ 你聽，不而過簡單講，伊基本上是顯示講 AI 欲 kā 萬項代誌接手--去。
"The amount of -- (Laughter) The amount of money that we make right now is ten times greater in constant dollars than it was 100 years ago. We were very, very poor 100 years ago, there was no government programs.",咱這馬趁… (笑聲) 咱這馬趁 ê 錢，用固定 ê 錢來算，比 100 冬前 khah 濟 10 倍。100 冬前，咱有影有夠散赤，政府 mā 無啥物計畫。
"So we're much richer than we were then. And the movement, not only of computation, but every single technology, is done by creating, taking the latest thing we've created and making the next one.",所以，咱這馬較彼陣加足好額。而且，毋是干焦電腦計算能力，所有 ê 科技，lóng 是用咱上尾創造 ê 物件，來做後一个物件。咱用上尾 ê chhi̍p(chip)，來做後一粒 chhi̍p。
"We take the latest chip and we use that to create the next one. We have greater wealth, as I said, that leads to better education, leads to better doctors, leads to healthy people, leads to more global wealth.", 咱提上尾 粒 chhi̍p(chip)，koh 用彼來生後一粒。我講--過，咱有較濟財產，就會當 hō͘ 教育 khah 好，醫生 khah gâu，人 khah 康健，全球財富 khah 濟。
All of these things work together. AI supercharges everything.,遮个物件 lóng 鬥陣振動。AI 會 kā 所有代誌大崁加強。
So I could talk about each thing as being actually revolutionized. I think the most interesting thing is actually medicine.,所以，我會使講逐項物件窮實 lóng 會 ho͘ 革命--去。我想講上趣味 ê 代誌是醫學。
"There are a lot of people who are experts in AI who are against what's happening, and they're very nervous about it, and they think it's going to wipe us out.",濟濟是 AI 專家 ê 人反對 tng leh 發生 ê 代誌，in 足煩惱，想講 AI 會 kā 咱 piaⁿ(抨)--hìⁿ-sak。
"But people tend to get diseases which are threatening to them. And what's going to happen? People are going to get diseases and AI is going to come up with a cure, very soon, which will lead to a great deal of appreciation.",不過，人定定會著著威脅--in ê 病。Án-ne 會按怎？人會著病，AI 會揣著藥方，按呢人 to̍h 會 (túi AI) 足感恩。
People say that AI is not creative. It's very creative. You can actually put together possibilities that might work.,有人講 AI 無創意，m̄-koh 伊是誠有創意。事實上你會當 kā 凡勢有效 ê 可能性鬥 hō͘ 做伙(來看覓)。
"For example, Moderna was trying to create their COVID vaccine. They actually put together a list of different mRNA sequences. Now, what would we do in the past?",譬論講，Moderna 彼陣 leh 試欲創 in ê COVID 疫苗。In 事實上是 kā 幾若款無仝 mRNA 序列鬥--起來。A h，咱往過會按怎做？
"Someone would come in and say, ""OK, there's several billion. Let's try this one."" Or maybe they'd pick three. You can't ... do a clinical test on billions of different possibilities.",有人會來講：「好--lah，遮有幾若十億項，咱來試這款。」或者是 in 無定著會揀三款。(Koh 講) 你無法度…tī 幾若十億無仝 ê 可能性--ni̍h 做臨床試驗。
"But that's exactly what they did by simulating the reaction. And that took two days. So in two days, they created the Moderna vaccine.",M̄-koh，in (Moderna) 就有影按呢做，in 反應 kā 用模擬--ê，而且 kan-ta 用二工。所以，二工內底，in 就 kā Moderna 疫苗創造--出來。
"And that is still on the market. It's been the best vaccine, it was done in two days. And we're going to do that with every other thing.","而且彼支疫苗這馬 iáu-koh tī 市場--neh。彼支是上讚 ê 疫苗, kan-ta 兩工 to̍h 創--好矣。Koh 有，咱欲 tī 萭項物 lóng án-ne 做。"
"There's some very promising cancer cures that are out there, which AI produced, and they're looking very promising. The next few years is going to be remarkable for medicine.",有一寡 AI 做--出來 ê 癌藥已經 tī 遐 ，看--起來誠有希望。紲--落來幾若冬，醫藥會有大碼進步。
"We had 190,000 proteins done by people in 2022. 2023, AlphaFold 2 did 200 million, basically every protein and how they fold.",2022 年，人總共研究 19 萬个蛋白質。2023 年，AlphaFold 2 做 2 億个，基本上包括所有遮个蛋白質 kap in 按怎拗疊。
Every protein that's used in humans and every other species on Earth done in a few months. And we're going to be able to go through cures for diseases at the same rate.,所有人類 kap 地球頂懸其他物種 lóng-chóng 用 ê 蛋白質，幾若個月內底 to̍h 做--煞矣。Koh 來，咱 ē-tàng 照仝速度來揣醫各種病 ê 藥方。
So we're going to simulate trials digitally. It'll be much safer. It'll be a million times faster.,所以，咱走數位模擬試驗。按呢會 koh 較安全，mā 會較緊百萬倍。
"And by the end of this decade, as we go into the 2030s, we're going to achieve a new milestone. It's called longevity escape velocity. Let me say that again, because you're going to be hearing a lot about that.",到這个十冬尾，咱 to̍h 欲入去 2030 年代，咱會致到一个新 ê 里程碑。叫做長壽走脫速度。我 koh 講一擺，因為你會 koh 聽愈濟這塊詞。長壽走脫速度。
Longevity escape velocity.,長壽走脫速度。
"Right now you go through a year and you use up a year of your longevity. However, scientific progress is also progressing, which is actually bringing us back.",這馬你過一冬，你 to̍h kā 一冬 ê 歲壽用用--去。是講，科學進步 mā leh 進步，這事實上 kā 咱 koh khiú(搝)--轉來。
"It's giving us cures for diseases, new forms of treatment. So right now you're getting back about four months.",伊 hō͘ 咱有醫病 ê 藥仔，kap 新 ê 治療處方。這馬，你每一冬大約 ē-tàng khiú(搝)轉來四個月。
"So you lose a year, you get back four months, so you're losing eight months. However, the scientific progress is on an exponential. It's going to get faster and faster.",所以，你 phàng-kiàn(拍毋見)一冬，討轉來四個月，你 to̍h 無去八个月。m̄-koh，科學進步是按指數成長，會愈來愈緊。
"And as we get to the early 2030s, let's say between 2029 and 2035, depending on how diligent you are, you're going to get back a full year.",聽候 2030 年代初，咱講 2029 年到 2035 年這站仔，看你有偌拍拼，你是有法度 kā 規冬討--轉來。
"So you lose a year, you get back a year. As we actually go past that point, you'll actually get back more than a year and you'll go backwards in time, which would be cool.",所以，你一冬無--去，koh 提--轉來一冬 。咱有影 hāⁿ(迒) 過彼个點 ê 時，你 ē-tàng 提轉來 khah 濟一冬，你就會時間倒退 lu，按呢 to̍h siak-phāⁿ(鑠奅)--ah。 (笑聲)
"Now some people are concerned we’re going to run out of resources. And actually, if we just went ahead and didn't make any new resources, we would run out of resources like energy, for example.",這馬，有一寡人煩惱講，資源會用了--去。事實上，若準講咱直直 án-ne 行，無去製造新 ê 資源，資源 to̍h 會用--煞，譬論講能源。
"But this is not happening in a vacuum. AI is revolutionizing everything. For example, we only have to connect one part in 10,000 of the sunlight that falls on the Earth to meet all of our energy needs.",M̄-koh，這毋是 tī 真空(啥物攏無) 內底發生 ê 代誌。AI tng leh kā 一切革命。譬論，咱 kan-ta kā iā(掖) tī 地球頂懸 ê 日頭光 1 萬分之一 sîn(承)--起來，to̍h 會當滿足咱所有 ê 能源需求。
It's plenty of headroom and that's growing exponentially and will achieve that within ten years.,成長空間 koh 誠 chē，而且 án-ne ê 科技 tī leh 指數成長，十冬內底就會達成。
"So ... We will have plenty of resources. And when we get to the 2030s, nanobots will connect our brains to the cloud just the way your phone does.",所以…咱會有濟濟資源。聽候 2030 年代，Nano 機器人會 kā 咱 ê 頭殼 kap 雲頂相連--起來，就 chhan-chhiūⁿ(親像) 恁 ê 電話做--ê。
It'll expand intelligence a million-fold by 2045. That is the singularity.,到 2045 年，智力會擴張百萬倍。這就是奇點。
"We will be funnier. (Laughter) Sexier, smarter, more creative, free from biological limitations.",咱會 khah 心適。(笑聲) khah 性感、khah 巧、khah 有創意，袂 koh hō͘ 生物 ê 限制縛牢--leh。
"We'll be able to choose our appearance. We'll be able to do things we can't do today, like visualize objects in 11 dimensions.",咱 ē-tàng 揀咱欲活做啥款。咱 ē-tàng 做這馬無法度做 ê 代誌，袂輸佇 11 次元--ni̍h 看物件。
We can speak all languages. We'll be able to expand consciousness in ways we can barely imagine.,咱 ē-tàng 講所有語言。咱 ē-tàng 用咱這馬無法度想像 ê 方式來 kā 意識擴張。
We will experience richer culture with our extra years.,咱會用咱加--出來 ê 歲壽來體驗 khah 豐沛 ê 文化。
"So I've recently become a grandfather I'm very much looking forward to that, spending more time with family, friends, loving and being loved, all enhanced by AI.",我這站仔才做阿公，我有影向望這層代誌，有 thang 開較濟時間 chham 家族、朋友，我愛--ê kap 愛--我 ê，in mā lóng hō͘ AI 提升有io̍h。
I believe this gives life its greatest meaning. Thank you very much. (Applause),我相信這 hō͘ 我人生上大 ê 意義。足多謝逐家。( pho̍k-á 聲)
#<appended Taigi dictionary> from here,
